	0.0	0
	0.001	89.87159439123023
	0.002	363.95450919188085
	0.003	446.4633898363166
	0.004	497.3355078195661
	0.005	526.8136003562414
	0.006	530.6062333280863
	0.007	530.9927021802621
	0.008	531.1597971102599
	0.009000000000000001	531.3123011876697
	0.01	531.4633269016239
	0.011	531.6137136062385
	0.012	531.7635149685452
	0.013000000000000001	531.9127343594712
	0.014	532.0613719304778
	0.015	532.2094276272007
	0.016	532.3569013823711
	0.017	532.503793128164
	0.018000000000000002	532.6501027969896
	0.019	532.795830321544
	0.02	532.9409756348103
	0.021	533.0855386700607
	0.022	533.2295193608553
	0.023	533.3729176410418
	0.024	533.5157334447557
	0.025	533.6579667064194
	0.026000000000000002	533.7996173607429
	0.027	533.9406853427225
	0.028	534.081170587642
	0.029	534.2210730310708
	0.03	534.3603926088649
	0.031	534.4991292571663
	0.032	534.6372829124027
	0.033	534.7748535112869
	0.034	534.9118409908182
	0.035	535.0482452882798
	0.036000000000000004	535.1840663412404
	0.037	535.3193040875532
	0.038	535.4539584653561
	0.039	535.5880294130709
	0.04	535.721516869404
	0.041	535.8544207733447
	0.042	535.9867410641668
	0.043000000000000003	536.1184776814275
	0.044	536.2496305649668
	0.045	536.3801996549079
	0.046	536.5101848916563
	0.047	536.6395862159011
	0.048	536.7684035686134
	0.049	536.8966368910459
	0.05	537.0242861247341
	0.051000000000000004	537.151351211495
	0.052000000000000005	537.2778320934267
	0.053	537.4037287129098
	0.054	537.5290410126049
	0.055	537.653768935455
	0.056	537.7779124246823
	0.057	537.9014714237911
	0.058	538.0244458765652
	0.059000000000000004	538.1468357270692
	0.06	538.2686409196468
	0.061	538.3898613989231
	0.062	538.5104971098018
	0.063	538.6305479974664
	0.064	538.7500140073793
	0.065	538.8688950852827
	0.066	538.9871911771975
	0.067	539.104902229423
	0.068	539.2220281885376
	0.069	539.3385690013977
	0.07	539.4545246151383
	0.07100000000000001	539.5698949771722
	0.07200000000000001	539.68468003519
	0.073	539.7988797371602
	0.074	539.9124940313284
	0.075	540.025522866218
	0.076	540.1379661906298
	0.077	540.2498239536407
	0.078	540.361096104605
	0.079	540.4717825931538
	0.08	540.5818833691941
	0.081	540.6913983829102
	0.082	540.8003275847615
	0.083	540.9086709254834
	0.084	541.0164283560885
	0.085	541.1235998278635
	0.08600000000000001	541.2301852923712
	0.08700000000000001	541.3361847014496
	0.088	541.4415980072125
	0.089	541.5464251620479
	0.09	541.6506661186187
	0.091	541.754320829863
	0.092	541.8573892489931
	0.093	541.9598713294959
	0.094	542.0617670251323
	0.095	542.1630762899374
	0.096	542.2637990782197
	0.097	542.3639353445625
	0.098	542.4634850438223
	0.099	542.5624481311279
	0.1	542.6608245618836
	0.101	542.7586142917652
	0.10200000000000001	542.8558172767217
	0.10300000000000001	542.9524334729758
	0.10400000000000001	543.0484628370223
	0.105	543.1439053256286
	0.106	543.2387608958345
	0.107	543.3330295049524
	0.108	543.4267111105668
	0.109	543.5198056705336
	0.11	543.612313142982
	0.111	543.7042334863114
	0.112	543.7955666591936
	0.113	543.8863126205715
	0.114	543.9764713296597
	0.115	544.0660427459437
	0.116	544.1550268291802
	0.117	544.2434235393971
	0.11800000000000001	544.3312328368924
	0.11900000000000001	544.4184546822354
	0.12	544.5050890362652
	0.121	544.5911358600925
	0.122	544.6765951150974
	0.123	544.7614667629298
	0.124	544.8457507655105
	0.125	544.9294470850302
	0.126	545.0125556839488
	0.127	545.0950765249956
	0.128	545.1770095711706
	0.129	545.2583547857416
	0.13	545.3391121322474
	0.131	545.4192815744949
	0.132	545.4988630765603
	0.133	545.5778566027888
	0.134	545.6562621177939
	0.135	545.7340795864587
	0.136	545.8113089739343
	0.137	545.8879502456402
	0.138	545.9640033672648
	0.139	546.039468304764
	0.14	546.1143450243626
	0.14100000000000001	546.1886334925523
	0.14200000000000002	546.2623336760943
	0.14300000000000002	546.335445542016
	0.14400000000000002	546.4079690576134
	0.145	546.4799041904502
	0.146	546.5512509083571
	0.147	546.6220091794323
	0.148	546.6921789720413
	0.149	546.7617602548167
	0.15	546.8307529966586
	0.151	546.8991571667333
	0.152	546.9669727344749
	0.153	547.0341996695829
	0.154	547.1008379420252
	0.155	547.1668875220348
	0.156	547.2323483801118
	0.157	547.2972204870227
	0.158	547.3615038138003
	0.159	547.4251983317431
	0.16	547.4883040124165
	0.161	547.5508208276509
	0.162	547.6127487495437
	0.163	547.6740877504571
	0.164	547.7348378030199
	0.165	547.794998880126
	0.166	547.8545709549347
	0.167	547.9135540008714
	0.168	547.971947991626
	0.169	548.0297529011546
	0.17	548.086968703678
	0.171	548.1435953736823
	0.17200000000000001	548.1996328859182
	0.17300000000000001	548.2550812154021
	0.17400000000000002	548.3099403374149
	0.17500000000000002	548.3642102275019
	0.176	548.4178908614736
	0.177	548.470982215405
	0.178	548.5234842656361
	0.179	548.5753969887705
	0.18	548.6267203616766
	0.181	548.6774543614874
	0.182	548.7275989656
	0.183	548.7771541516755
	0.184	548.8261198976394
	0.185	548.874496181681
	0.186	548.9222829822533
	0.187	548.9694802780741
	0.188	549.0160880481241
	0.189	549.0621062716486
	0.19	549.1075349281556
	0.191	549.1523739974175
	0.192	549.1966234594702
	0.193	549.2402832946127
	0.194	549.2833534834081
	0.195	549.3258340066815
	0.196	549.3677248455232
	0.197	549.4090259812855
	0.198	549.4497373955841
	0.199	549.4898590702978
	0.2	549.529390987569
	0.201	549.5683331298025
	0.202	549.6066854796659
	0.203	549.6444480200903
	0.20400000000000001	549.6816207342697
	0.20500000000000002	549.7182036056608
	0.20600000000000002	549.7541966179822
	0.20700000000000002	549.789599755216
	0.20800000000000002	549.8244130016068
