139.15 486.79 -8.4737
139.65 482.55 -8.4719
140.15 478.31 -8.4701
140.65 474.08 -8.4683
141.15 469.85 -8.4666
141.65 465.61 -8.4648
142.15 461.38 -8.463
142.65 457.15 -8.4612
143.15 452.92 -8.4595
143.65 448.69 -8.4577
144.15 444.46 -8.4559
144.65 440.24 -8.4541
145.15 436.01 -8.4524
145.65 431.78 -8.4506
146.15 427.56 -8.4488
146.65 423.33 -8.4471
147.15 419.11 -8.4453
147.65 414.89 -8.4436
148.15 410.67 -8.4418
148.65 406.45 -8.4401
149.15 402.23 -8.4383
149.65 398.01 -8.4366
150.15 393.79 -8.4348
150.65 389.57 -8.4331
151.15 385.36 -8.4313
151.65 381.14 -8.4296
152.15 376.93 -8.4278
152.65 372.71 -8.4261
153.15 368.5 -8.4243
153.65 364.29 -8.4226
154.15 360.08 -8.4209
154.65 355.87 -8.4191
155.15 351.66 -8.4174
155.65 347.45 -8.4157
156.15 343.24 -8.414
156.65 339.04 -8.4122
157.15 334.83 -8.4105
157.65 330.63 -8.4088
158.15 326.42 -8.4071
158.65 322.22 -8.4053
159.15 318.02 -8.4036
159.65 313.82 -8.4019
160.15 309.62 -8.4002
160.65 305.42 -8.3985
161.15 301.22 -8.3968
161.65 297.02 -8.3951
162.15 292.82 -8.3934
162.65 288.63 -8.3916
163.15 284.43 -8.3899
163.65 280.24 -8.3882
164.15 276.04 -8.3865
164.65 271.85 -8.3848
165.15 267.66 -8.3831
165.65 263.47 -8.3815
166.15 259.28 -8.3798
166.65 255.09 -8.3781
167.15 250.9 -8.3764
167.65 246.71 -8.3747
168.15 242.52 -8.373
168.65 238.34 -8.3713
169.15 234.15 -8.3696
169.65 229.97 -8.368
170.15 225.78 -8.3663
170.65 221.6 -8.3646
171.15 217.42 -8.3629
171.65 213.24 -8.3612
172.15 209.06 -8.3596
172.65 204.88 -8.3579
173.15 200.7 -8.3562
173.65 196.52 -8.3546
174.15 192.35 -8.3529
174.65 188.17 -8.3512
175.15 184 -8.3496
175.65 179.82 -8.3479
176.15 175.65 -8.3462
176.65 171.47 -8.3446
177.15 167.3 -8.3429
177.65 163.13 -8.3413
178.15 158.96 -8.3396
178.65 154.79 -8.338
179.15 150.62 -8.3363
179.65 146.46 -8.3347
180.15 142.29 -8.333
180.65 138.12 -8.3314
181.15 133.96 -8.3297
181.65 129.79 -8.3281
182.15 125.63 -8.3265
182.65 121.47 -8.3248
183.15 117.3 -8.3232
183.65 113.14 -8.3215
184.15 108.98 -8.3199
184.65 104.82 -8.3183
185.15 100.66 -8.3166
185.65 96.507 -8.315
186.15 92.35 -8.3134
186.65 88.193 -8.3118
187.15 84.038 -8.3101
187.65 79.883 -8.3085
188.15 75.729 -8.3069
188.65 71.576 -8.3053
189.15 67.424 -8.3037
189.65 63.273 -8.302
190.15 59.122 -8.3004
190.65 54.972 -8.2988
191.15 50.823 -8.2972
191.65 46.675 -8.2956
192.15 42.528 -8.294
192.65 38.381 -8.2924
193.15 34.235 -8.2908
193.65 30.09 -8.2892
194.15 25.946 -8.2876
194.65 21.803 -8.286
195.15 17.66 -8.2844
195.65 13.518 -8.2828
196.15 9.3775 -8.2812
196.65 5.2373 -8.2796
197.15 1.0979 -8.278
197.28 0 -8.2776
